UNK	GMP1	GMP2	GMP3	MKP	pDC	Bcell	CD4Tcell	CD8Tcell	NKcell	CLP	Ery	LMPP	CMP	GMP	HSC	MEP	Mono	MPP
RP11-443N24.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-443N24.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-443N24.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RASSF8-AS1	42	5	11	13	30	4	0	0	0	6	3	0	47	23	109	206	5	5	190
RASSF8	85	43	114	74	73	793	3	2	5	56	115	0	427	341	952	1748	26	88	1715
BHLHE41	439	101	123	0	26	0	716	0	1	53	3	0	5	68	21	372	17	1	699
SSPN	12	44	9	0	5	0	231	7	1	1	6	0	114	122	191	270	38	0	194
RP11-283G6.3	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0
RP11-283G6.4	2	7	6	2	0	2	36	26	15	10	5	0	7	35	28	28	24	3	11
RP11-283G6.5	0	0	0	0	0	0	6	5	1	4	2	0	0	5	2	2	6	0	5
RP11-612B6.1	1	0	0	0	0	0	1	2	1	1	1	0	1	1	4	0	1	0	2
RP11-513G19.1	42	78	11	12	3	8	168	96	68	98	38	2	38	145	70	80	81	116	70
RP11-612B6.2	20	11	2	13	20	16	101	64	42	59	25	1	57	128	77	65	147	53	65
ITPR2	3752	3024	3091	3129	7378	10976	14665	12878	9746	11964	5424	1016	9414	28153	19764	12758	28512	14945	13117
RP11-666F17.1	9	1	1	0	7	2	189	74	94	107	50	22	61	50	62	73	93	95	81
ASUN	294	232	280	524	623	96	530	1210	1034	914	1489	790	2096	3236	3274	1974	4159	610	2574
FGFR1OP2	1121	647	683	887	7992	1725	3342	5952	5653	5591	4643	15541	3863	7692	5737	8210	7860	4976	8990
RP11-421F16.3	384	658	634	479	1272	343	287	596	434	517	768	324	2158	4978	4433	2603	3887	515	3524
TM7SF3	9205	8327	8593	7586	12421	3681	1439	2529	2017	2700	4041	1775	9938	25898	29389	11994	22007	3853	17033
MED21	1417	1595	1028	2381	2596	851	3564	4011	3791	3169	3113	3518	2529	5853	7562	4667	5350	3233	5383
C12orf71	0	0	5	0	3	49	41	25	29	20	5	1	8	6	45	39	15	19	28
RP11-582E3.2	23	0	0	13	0	0	11	15	4	21	18	4	8	17	33	7	14	1	32
STK38L	226	211	214	976	392	716	770	809	915	1222	1262	178	1214	2213	2994	1194	1521	2574	1294
ARNTL2	446	612	241	784	3094	156	267	45	156	6	558	11	1015	2470	1882	1530	1861	180	1806
RP11-165P7.1	24	2	0	18	6	0	1	0	0	0	1	0	4	25	8	39	31	0	69
SMCO2	17	2	0	0	7	0	0	0	0	0	2	0	0	14	15	9	25	0	2
PPFIBP1	374	314	443	686	2985	102	2054	698	472	119	8345	4	2868	4286	3269	8291	3727	206	8485
RP11-709A23.1	0	0	0	0	78	0	34	2	3	0	191	0	35	144	63	133	164	20	184
RP11-1060J15.4	0	0	0	0	0	0	16	21	10	9	4	0	13	7	5	10	6	3	7
REP15	0	0	0	0	0	0	8	5	2	0	21	0	3	8	4	22	3	0	17
RP11-1060J15.7	0	0	0	0	0	0	1	2	2	0	0	0	3	1	0	0	0	0	0
MRPS35	334	235	248	450	793	630	1641	2791	2026	1532	1914	305	1934	4652	4678	2717	6416	2097	3365
MANSC4	0	5	1	0	1	5	23	21	6	3	76	1	3	34	12	19	24	2	16
RP11-860B13.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
KLHL42	3435	3088	3506	6655	14181	4332	1345	3235	2483	2160	4876	2079	5519	8607	9595	5333	6333	2772	6673
RP11-860B13.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTHLH	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-993B23.3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
CCDC91	710	594	603	1315	1974	2282	7124	11825	9314	8868	4112	2844	3304	5198	6690	3842	4664	4119	3774
RP11-967K21.1	18	8	5	3	70	0	38	168	92	26	54	62	49	101	48	106	95	15	107
RP11-977P2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-946L16.1	0	1	1	0	7	0	0	0	0	0	6	0	11	10	14	66	7	27	47
FAR2	406	537	669	1431	4327	331	607	1628	855	565	1744	124	3297	6284	6310	4527	3875	3492	5453
RP11-996F15.2	15	61	20	3	32	71	221	331	311	210	174	34	801	401	374	1107	200	72	680
ERGIC2	221	260	258	753	871	474	3101	5519	4283	3689	2130	1085	2787	3788	5517	2693	3114	2880	3151
OVCH1-AS1	1	146	4	0	0	2	11	19	22	46	24	13	36	26	60	12	17	21	25
OVCH1	0	0	0	0	0	0	79	84	61	75	77	9	40	23	76	47	31	33	80
TMTC1	10	0	0	2	415	0	0	0	1	1	7	0	8	243	25	1121	6	2650	2482
RP11-310I24.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	14	1
RP11-776A13.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-776A13.3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-155I9.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPO8	731	850	1173	1146	4071	2631	5513	6623	6294	6545	5983	1131	5001	8880	9508	6593	9313	7186	7073
CAPRIN2	167	258	203	546	542	268	1927	2506	2021	2755	441	7838	457	2038	689	895	4499	635	988
RP11-77I22.2	0	7	0	0	0	0	0	0	0	0	3	0	1	0	1	8	9	0	1
LINC00941	0	3	3	0	3	0	0	0	14	9	5	0	0	120	4	12	77	1	3
TSPAN11	21	27	0	0	30	8	4	5	23	1	7	1	69	94	40	38	45	0	76
RP11-551L14.4	5	7	121	0	37	0	2	3	3	5	7	1	56	45	33	42	31	0	26
RP11-551L14.6	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	7	1	0	1
DDX11-AS1	12	19	0	30	55	44	10	27	21	15	37	29	101	273	125	163	143	6	203
DDX11	1105	753	786	2715	2640	2284	437	490	347	159	337	239	479	1704	2556	847	2725	275	851
FAM60A	2922	1989	1756	6406	5343	4955	7518	6777	4683	3666	9784	342	6847	10476	12102	7134	11474	2115	9345
AC024940.1	4	1	3	114	3	64	29	35	25	10	2	3	16	23	32	11	15	14	41
RP11-771K4.1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0
DENND5B	504	200	170	357	671	1706	6623	8	7	50	296	40	1028	2557	2399	2035	1460	58	2207
DENND5B-AS1	2	2	0	7	15	2	5	0	0	0	0	0	4	9	2	5	11	0	3
METTL20	25	40	2	56	89	48	477	333	287	188	167	270	161	212	207	304	248	142	301
AMN1	2	13	2	59	39	345	1296	872	639	314	221	17	159	360	363	281	338	152	266
H3F3C	3	1	2	1	3	9	26	33	21	19	19	6	28	78	49	44	42	45	67
RP11-428G5.5	0	0	1	0	0	0	1927	2	17	87	47	0	0	0	0	0	0	33	0
KIAA1551	2796	2302	2282	5738	3331	6359	63239	109222	92581	74179	12377	20895	6442	14113	17386	12440	16478	31091	14968
RP11-843B15.2	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0
BICD1	961	804	978	1368	3360	2134	3873	2080	1342	1151	1625	68	3257	4127	6065	4391	2773	404	4894
FGD4	40	33	102	429	400	84	717	28	65	231	22	73	825	493	1024	1546	660	12628	1408
DNM1L	3110	2275	2856	4063	17563	4195	3615	5846	5157	4968	7062	4173	7529	18573	21104	9359	16984	8457	11041
YARS2	108	103	171	380	296	102	554	1134	730	574	730	166	751	1526	2209	1122	2093	610	948
PKP2	1314	1174	1049	939	2895	105	8	196	12	33	12	2	818	2947	7331	1710	2537	814	1517
RP11-267D19.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYT10	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
RP11-438D14.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-847H18.2	0	0	0	0	0	0	9	10	3	1	0	0	0	0	0	0	0	0	0
ALG10	47	44	24	254	212	130	512	481	393	533	610	344	781	1402	1239	826	1122	153	1128
RP11-847H18.3	12	0	0	0	0	0	30	12	6	2	1	0	0	7	6	3	7	1	0
RP11-313F23.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-313F23.4	0	0	0	0	0	0	7	0	5	6	5	0	0	18	0	4	0	0	1
ALG10B	52	28	40	68	257	98	370	395	325	175	747	193	452	853	1044	767	817	113	876
RP11-804F13.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPNE8	1982	809	1528	3366	1646	670	446	363	207	721	539	2	2397	2938	5003	2580	3136	7413	2744
RP11-396F22.1	83	76	25	0	67	7	0	0	0	0	6	0	20	44	47	86	28	9	35
RP11-554L12.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIF21A	198	79	47	241	96	44	65	2203	3202	5051	50	361	608	1052	1299	1207	1522	23	1001
ABCD2	0	3	3	0	0	56	555	3771	4176	229	27	0	36	52	247	11	1	0	12
C12orf40	1	11	0	4	0	0	8	34	36	11	11	11	9	14	21	2	23	28	6
SLC2A13	68	31	45	67	140	78	159	339	489	612	127	79	227	552	784	271	774	918	485
RP11-476D10.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0
AC079630.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0
AC079630.4	0	0	5	0	1	0	75	0	0	0	13	0	6	6	5	26	1	101	27
LRRK2	25	5	6	511	457	852	5749	12	33	325	9	35	35	81	777	721	39	50401	721
MUC19	7	6	16	30	2	3	1	0	0	5	12	11	21	1	28	0	1	1	9
RP11-115F18.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNTN1	0	0	0	0	11	0	0	1	0	0	0	0	2	48	5	2072	1	0	1586
PDZRN4	2	0	0	0	177	0	0	0	0	1	0	0	60	133	6	940	8	0	676
RP11-413B19.2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	16	0	0	7
RP11-630C16.1	0	0	0	0	0	0	0	0	0	0	3	0	73	21	6	64	1	1	17
RP11-630C16.2	0	0	0	0	0	0	0	0	0	0	1	0	5	8	7	28	0	0	52
GXYLT1	168	270	356	793	1411	507	2140	2480	2229	2991	3268	779	2724	3800	3927	2969	3913	2917	3158
YAF2	495	211	147	616	898	744	2486	3445	2618	3628	2148	647	1451	2311	2734	2096	2447	3082	2397
AC020629.1	5	0	0	0	5	1	42	32	29	41	16	3	17	19	38	26	15	43	15
PPHLN1	4382	3285	3718	8870	9322	8871	8708	15477	11618	9655	9836	4746	9965	17526	23119	10458	18457	8364	13169
ZCRB1	520	1003	924	1588	1658	1183	1722	1801	1571	1878	2085	414	2453	5228	4359	4094	3968	1581	4541
PRICKLE1	0	0	4	0	218	1	1190	6	3	6	40	0	69	128	31	86	25	268	116
RP11-328C8.4	0	0	1	0	0	0	26	2	2	0	0	0	0	5	15	1	4	33	1
RP11-609L23.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
RP11-25I15.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-25I15.3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-547C5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-547C5.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-118A3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-350F4.2	290	296	291	708	641	351	1242	2150	1859	1223	830	205	1247	2227	2948	1851	3441	1129	1931
PUS7L	256	247	233	329	918	397	1711	2478	1980	2230	1566	492	1612	3019	3211	1822	3967	1240	2394
IRAK4	786	337	214	866	1891	1900	4620	6387	4459	6036	2339	884	1606	2939	3596	1874	2083	4801	2320
TWF1	284	209	142	431	359	533	2033	2488	2101	2164	1130	770	826	1453	1605	1100	1024	1666	1161
TMEM117	58	0	3	0	159	0	254	334	253	472	48	6	286	178	77	298	510	35	257
RP11-46I1.1	0	0	0	0	0	0	4	6	1	16	1	1	2	2	0	2	4	0	7
NELL2	0	0	1	0	0	0	34	31820	58036	230	0	79	2	1	0	28	3	6	9
DBX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-478B9.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ANO6	1709	1519	2073	4695	8407	6882	4197	7690	4641	6619	3603	25	6141	13318	18072	7133	11236	29770	8314
RP11-352M15.1	0	0	1	0	0	0	0	1	0	2	2	0	0	0	0	2	0	0	0
LINC00938	459	388	395	700	2131	899	2128	3003	2799	2030	2675	680	2620	8451	4216	5985	6268	2539	7956
ARID2	1859	1406	1673	1944	5231	3365	8419	14976	10808	15580	11821	6769	8111	13545	17367	10451	15017	9915	10759
SCAF11	3611	2423	2858	5408	11007	8796	28413	28766	22511	23996	18663	7352	16061	26628	39847	18929	27950	26886	21332
SLC38A1	4700	5249	6498	17430	3299	32193	66323	88239	78708	60205	56947	57	23598	19500	58022	22960	16954	637	25889
SLC38A2	12558	8526	7223	13800	27878	13330	18894	22354	20176	33734	54094	10109	26823	65164	57186	50799	64293	27468	63791
RP11-474P2.2	1	0	2	0	0	35	724	13	10	1	1	4	1	15	99	19	17	26	12
RP11-96H19.1	37	107	126	142	77	223	140	81	76	59	237	14	144	104	180	202	94	32	289
RP11-474P2.4	0	0	0	0	0	1	87	51	33	10	51	5	8	2	10	25	30	48	21
RP11-446N19.1	35	76	25	25	28	73	52	71	63	307	35	8	170	88	298	170	66	12	240
SLC38A4	11	6	0	28	45	60	38	47	20	122	53	0	75	52	158	97	43	5	50
AMIGO2	0	0	1	2	0	254	360	888	1014	358	15	0	62	21	141	71	20	17	40
PCED1B	7	2	16	37	0	399	591	4237	3167	1398	14	55	25	1	290	4	1	29	0
RP11-493L12.3	0	0	0	0	0	0	14	75	39	9	0	0	0	0	0	0	0	0	0
RP11-493L12.4	0	0	0	18	0	32	66	205	183	143	0	0	0	0	26	1	0	1	0
RP11-493L12.5	0	0	0	0	0	0	10	6	25	0	0	0	0	0	0	0	0	0	0
RP1-90J4.1	9	0	0	0	0	0	0	15	1	0	0	0	0	0	0	0	0	0	0
RPAP3	390	425	618	922	1308	1183	5381	4867	3778	4363	4322	654	3463	5100	7034	3782	7217	3461	4537
RP1-197B17.3	0	0	2	0	62	24	58	66	71	84	25	54	8	34	68	83	33	67	92
ENDOU	0	0	0	0	0	0	3	11	4	7	4	4	4	5	2	12	3	1	25
RAPGEF3	0	0	12	108	29	0	18	52	10	75	18	0	36	116	62	195	17	22	285
SLC48A1	744	671	742	974	3027	70	1674	1183	663	392	1044	2921	1162	4178	2351	3129	6393	2586	3917
HDAC7	690	810	739	1669	1683	721	990	1430	583	845	437	6	746	2155	894	969	7755	1086	1625
AC004466.1	1	0	0	0	2	8	7	18	5	8	16	0	2	10	5	25	3	4	4
RP5-1057I20.2	0	0	0	2	0	23	3	0	0	0	7	0	0	0	1	0	15	8	1
VDR	130	24	108	770	689	269	390	103	25	37	171	0	79	45	818	112	42	2210	76
RP11-89H19.1	1	0	0	0	23	0	3	13	0	0	0	0	0	0	0	0	0	77	1
TMEM106C	426	390	353	642	1546	602	550	1275	877	627	2100	1583	1651	3553	3479	1600	2770	231	1424
COL2A1	27	0	30	0	10629	1	3	11	4	0	0	1	57	791	28	9	331	4	142
RP1-228P16.3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RP1-228P16.4	0	0	0	0	0	1	22	2	8	2	1	0	0	0	0	1	2	2	1
RP1-228P16.5	0	0	0	0	0	0	0	0	3	1	0	0	4	0	2	0	0	0	0
SENP1	1429	1396	1178	3290	5011	2888	6106	6558	5662	5455	5461	2249	4625	8974	11761	4556	10795	4287	5524
PFKM	245	203	132	460	774	383	989	821	452	446	470	1465	1220	1761	2256	1761	2538	645	1914
ASB8	507	548	732	642	2997	1656	2316	6179	4276	5013	2203	2492	2748	5333	4883	3259	5595	4515	4155
C12orf68	0	0	0	0	0	1	3	15	12	0	0	0	32	8	29	312	2	2	475
DKFZP779L1853	3	0	0	0	39	0	91	285	195	24	31	9	32	20	36	65	17	220	69
OR10AD1	4	1	6	0	36	29	66	183	144	20	10	3	8	10	15	40	27	69	49
RP11-370I10.2	0	0	0	0	0	0	1	3	9	0	0	2	0	0	5	0	0	39	0
H1FNT	3	0	0	0	0	5	12	7	5	4	0	0	0	0	3	3	0	11	1
ZNF641	162	199	547	1168	961	2239	3942	5713	4998	7926	960	4	1388	1593	3957	1657	3042	9370	1900
RP11-370I10.6	0	1	1	0	0	1	0	2	7	2	0	0	0	2	0	13	2	13	2
AC024257.1	0	0	0	0	0	0	1	2	5	1	0	0	1	0	0	2	0	2	3
ANP32D	0	0	0	0	0	0	0	0	0	0	0	0	4	3	4	1	5	2	0
C12orf54	0	0	1	0	14	0	4	10	6	0	0	0	0	12	4	7	15	14	10
RP11-722P11.4	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OR8S1	14	0	0	0	0	1	5	1	1	0	3	0	1	0	0	3	0	2	0
LALBA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KANSL2	1699	830	412	813	2534	2603	3543	5330	4212	3423	1796	818	1927	3758	4370	3745	4556	3235	4235
CCNT1	2611	1438	1332	1396	6756	3140	11518	15455	13273	13692	8547	5075	6817	10880	11766	10784	9533	7081	11050
LINC00935	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1
ADCY6	84	21	68	2	7351	4	2	0	0	0	8	0	147	707	177	411	612	4	570
RP11-579D7.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-579D7.4	0	7	0	0	44	0	0	0	0	0	0	0	0	7	5	26	4	0	9
CACNB3	202	19	64	2	715	115	1	57	26	20	107	0	131	139	124	351	240	40	301
DDX23	553	724	683	779	3177	2533	1212	2356	1652	3028	1602	1027	1958	3602	4157	1874	5354	2753	1969
RND1	0	1	0	0	3	0	27	33	25	7	13	0	1	5	2	3	19	5	7
RP11-302B13.5	4	6	5	6	2	10	6	31	18	12	10	0	20	17	26	11	23	7	20
CCDC65	75	28	74	66	288	201	200	1171	1024	1372	109	0	171	311	603	179	252	211	328
FKBP11	810	648	308	500	836	142	442	1575	1452	2240	252	3	510	2027	2153	431	1694	64	596
AC073610.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARF3	3667	3625	5405	13015	15506	7952	2600	4738	3896	7033	3747	16	6183	12185	24295	7504	9887	15047	10443
WNT10B	0	0	0	0	98	0	3	101	72	60	0	0	0	0	1	0	4	1	1
WNT1	0	0	0	0	1	0	0	5	11	11	0	0	0	1	0	0	0	0	0
DDN	24	0	23	1	0	0	0	0	0	0	1	0	1	0	31	4	102	0	6
RP11-386G11.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-386G11.5	13	78	2	2	108	22	77	115	117	116	23	4	15	36	53	83	16	147	64
PRKAG1	354	574	742	1166	2486	1195	1473	1683	1465	2409	1407	845	1754	3886	3605	2254	3503	2518	2984
KMT2D	14602	8640	7730	14630	12472	9310	8280	11253	6297	9235	3047	1400	7265	15071	22421	10424	15102	21185	15148
RHEBL1	2	1	1	0	165	2	20	22	54	89	23	3	7	37	15	92	43	19	37
DHH	0	0	0	3	0	0	65	13	0	1	0	0	0	0	0	2	0	1	0
RP11-386G11.8	0	0	0	0	0	3	4	1	2	0	0	0	0	0	0	0	0	0	0
LMBR1L	175	97	250	19	277	359	1026	2304	1656	799	282	12	246	533	349	801	433	1088	791
RP11-386G11.10	0	0	0	0	7	10	27	7	1	4	5	15	1	6	4	7	6	4	14
TUBA1B	7469	9020	11809	18884	19021	28542	4069	8001	8330	5975	30464	35647	34170	89871	151204	31128	81118	15527	49408
TUBA1A	2817	2426	3491	10082	8251	10769	7853	8938	5453	2936	3171	577	13236	27881	26065	28566	11695	14132	32462
TUBA1C	1417	1494	2207	3208	8283	4333	1781	2622	2502	1277	4962	6913	8719	28327	38686	10495	27246	5303	15853
RP11-977B10.2	0	0	0	0	0	0	0	0	0	0	2	0	2	5	2	3	0	22	1
RP11-161H23.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3
RP11-161H23.9	0	0	2	0	50	14	2	0	1	0	6	10	0	0	2	2	0	0	0
PRPH	0	0	0	0	34	0	0	4	0	0	0	0	1	1	0	2	0	0	0
TROAP	440	472	491	1138	946	643	17	24	42	15	207	336	168	633	950	204	725	45	216
C1QL4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
DNAJC22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SPATS2	379	210	245	141	1797	903	697	507	410	740	1489	269	1211	2838	2404	1633	2516	299	2525
KCNH3	18	4	0	0	15	0	11	23	32	12	8	1	19	26	16	42	24	139	51
MCRS1	503	211	544	711	665	750	505	725	504	499	140	114	752	1548	2311	1189	2305	1548	1395
PRPF40B	42	12	23	37	108	182	170	226	154	196	33	9	97	155	160	317	83	30	267
RP11-133N21.10	48	93	66	0	78	12	89	51	65	52	53	6	41	41	65	38	67	14	105
FAM186B	0	0	2	101	108	14	141	115	52	82	198	2	96	76	126	134	52	27	151
FMNL3	306	259	492	1767	3616	12471	7350	8246	5949	9256	2307	817	2428	3694	4751	5224	1408	1303	5707
TMBIM6	7301	7798	10648	21191	22553	23395	27885	54057	42460	47248	19488	15677	28639	57377	79835	40344	53494	97707	48151
NCKAP5L	443	180	149	199	228	435	172	139	102	96	54	0	300	388	901	492	254	1594	673
BCDIN3D-AS1	0	0	0	17	45	8	121	230	155	48	25	1	21	35	40	120	47	31	221
BCDIN3D	0	4	0	0	45	15	416	264	242	244	144	15	50	70	44	83	112	60	85
RP11-70F11.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAIM2	2	0	0	0	8	0	0	3	1	11	0	0	0	0	0	0	0	0	0
RP11-70F11.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
RP11-70F11.8	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	1
AQP2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RP11-469H8.6	0	0	0	0	0	0	0	0	0	0	13	1	0	0	0	0	0	0	0
RP11-469H8.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AQP5	0	0	0	0	0	0	0	0	0	0	26	0	0	0	1	0	0	0	0
AQP6	0	0	0	0	1	24	0	0	0	3	3	8	0	0	2	1	3	2	1
RACGAP1	533	1051	1654	5047	9453	6721	722	1563	1276	2050	15711	12149	4657	6515	8368	2130	7813	1111	2086
ASIC1	0	0	0	0	3	0	15	90	313	0	6	0	5	28	12	21	2	2	6
SMARCD1	2042	1230	1097	3183	2782	2805	3650	3574	2671	3362	3491	473	2517	5169	5615	4080	5255	2743	5258
GPD1	1	0	0	0	8	0	18	4	1	2	5	1	1	2	4	0	1	2	3
COX14	110	265	250	459	378	502	788	1736	1280	963	459	120	589	892	1266	861	1255	1490	1001
CERS5	959	420	329	642	1912	1807	2031	3072	1882	2729	1211	197	1286	2446	2951	1337	1780	2570	1819
LIMA1	733	1229	895	3158	7344	1308	172	4525	3583	3829	182	310	3639	7258	10761	5153	6155	459	5717
RP3-405J10.4	0	0	0	0	0	0	0	4	1	0	1	0	0	2	0	4	0	0	0
AC140061.12	0	0	1	0	0	0	3	5	0	5	1	1	2	1	1	0	0	2	0
FAM186A	0	8	0	0	20	0	7	22	55	27	94	5	8	5	4	8	0	3	8
LARP4	884	1015	956	2383	3212	2025	4445	4785	3819	4496	6497	8766	5005	6332	9549	4592	8569	3470	5574
DIP2B	1495	1500	1955	2950	4599	2406	11879	11838	6202	5231	5354	764	7786	13168	14409	11273	13919	11128	13665
ATF1	459	345	1038	787	1460	782	2158	3120	2625	2415	1553	1674	2049	2391	3313	1946	2778	2715	2888
TMPRSS12	1	0	0	0	0	0	1	1	0	1	4	8	1	1	4	0	2	1	0
METTL7A	436	634	889	1621	671	1357	3479	93	281	1707	379	4421	1238	2141	2480	1727	2521	3515	2233
HIGD1C	0	0	0	0	0	0	13	4	11	8	1	6	3	2	0	2	0	3	1
SLC11A2	649	457	425	200	1853	1452	1328	3537	2446	2121	1268	12687	2247	4139	3433	2499	7276	2673	3355
LETMD1	708	219	482	646	1030	549	1711	4482	2812	1262	952	594	1740	4420	3011	3242	3191	1877	4230
CSRNP2	183	149	236	226	673	246	880	1431	1027	1309	939	180	1053	1804	1536	1206	1215	1229	1568
TFCP2	967	1331	1512	2754	7570	4135	3318	4960	4349	5881	3176	1174	3685	7709	9957	4056	7653	7663	5419
POU6F1	7	1	23	0	65	43	501	739	322	91	2	1	75	67	102	111	111	90	181
AC139768.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0
DAZAP2	4555	4606	4702	12287	12528	11067	30764	58082	40602	29401	16873	6063	13064	41211	49910	31992	34442	106074	36486
SMAGP	176	39	47	32	120	291	1262	1004	942	1106	164	90	381	384	514	562	652	754	567
BIN2	1179	1158	758	1467	16430	926	6029	26362	20202	27630	25	57	4347	10252	5836	7914	4996	22936	11032
CELA1	0	0	1	77	0	0	0	168	66	16	0	0	31	6	15	16	0	13	3
GALNT6	150	330	276	731	505	191	464	718	399	889	3	926	1195	2244	2170	2635	4103	2925	2321
SLC4A8	163	13	14	55	31	54	275	104	195	367	2	15	281	304	160	745	307	334	518
RP11-607P23.1	1	0	0	0	0	0	3	2	3	8	0	1	1	4	6	16	4	6	5
SCN8A	61	27	4	0	170	33	90	235	195	65	12	0	78	66	118	200	7	6	191
RP11-923I11.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC068987.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-923I11.6	0	6	1	0	0	2	2	5	9	27	4	0	17	9	11	14	12	9	10
RP11-923I11.4	1	1	0	0	0	0	36	68	82	46	6	1	10	21	2	48	2	13	21
RP11-923I11.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ANKRD33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACVRL1	0	0	0	0	132	0	0	0	0	6	0	0	0	1	4	0	0	206	1
ACVR1B	2203	956	1313	3806	1120	1116	401	1737	1307	685	378	6	1440	2979	4378	2070	652	6441	2184
GRASP	2216	596	1387	2700	5788	13713	1575	437	326	277	35	0	50	119	661	1667	13	817	1123
NR4A1	726	528	358	1898	4371	2402	97	51	45	9	3	0	100	417	296	1516	166	1132	2034
RP11-1100L3.8	0	0	5	0	1	3	1	0	0	0	0	0	0	7	0	1	1	4	0
C12orf44	23	23	57	111	83	349	72	64	45	47	13	10	24	116	157	111	88	240	115
RP11-1100L3.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT80	0	0	2	0	0	0	0	0	0	0	0	0	1	0	4	0	0	64	0
C12orf80	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
LINC00592	0	0	0	0	153	0	0	0	0	0	0	0	0	1	0	0	0	0	0
KRT7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4
